cmplnt_num,cmplnt_fr_dt,cmplnt_fr_tm,cmplnt_to_dt,cmplnt_to_tm,addr_pct_cd,rpt_dt,ky_cd,ofns_desc,pd_cd,pd_desc,crm_atpt_cptd_cd,law_cat_cd,boro_nm,loc_of_occur_desc,prem_typ_desc,juris_desc,jurisdiction_code,parks_nm,hadevelopt,housing_psa,x_coord_cd,y_coord_cd,susp_age_group,susp_race,susp_sex,transit_district,latitude,longitude,lat_lon,patrol_boro,station_name,vic_age_group,vic_race,vic_sex
279760384,2023-12-30T00:00:00.000,16:24:00,2023-12-30T00:00:00.000,16:30:00,50.0,2023-12-31T00:00:00.000,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1011291.0,260839.0,25-44,BLACK,F,,40.882577,-73.90221,"(40.882577, -73.90221)",PATROL BORO BRONX,(null),25-44,BLACK,F
279750942,2023-12-29T00:00:00.000,19:00:00,2023-12-30T00:00:00.000,10:00:00,109.0,2023-12-31T00:00:00.000,109,GRAND LARCENY,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,QUEENS,REAR OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1036517.0,214112.0,(null),(null),(null),,40.754211,-73.811345,"(40.754211, -73.811345)",PATROL BORO QUEENS NORTH,(null),65+,ASIAN / PACIFIC ISLANDER,M
279752718,2023-12-31T00:00:00.000,00:01:00,2023-12-31T00:00:00.000,02:00:00,70.0,2023-12-31T00:00:00.000,121,CRIMINAL MISCHIEF & RELATED OF,267.0,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),997729.0,165226.0,UNKNOWN,UNKNOWN,U,,40.620174,-73.951446,"(40.620174, -73.951446)",PATROL BORO BKLYN SOUTH,(null),25-44,WHITE,M
279760473,2023-12-31T00:00:00.000,17:50:00,2023-12-31T00:00:00.000,17:59:00,113.0,2023-12-31T00:00:00.000,250,CANNABIS RELATED OFFENSES,579.0,"CANNABIS POSSESSION, 2&1",COMPLETED,FELONY,QUEENS,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1045043.0,191113.0,(null),(null),(null),,40.69102897810564,-73.78078223251536,"(40.69102897810564, -73.78078223251536)",PATROL BORO QUEENS SOUTH,(null),UNKNOWN,UNKNOWN,E
279749499,2023-12-31T00:00:00.000,09:25:00,2023-12-31T00:00:00.000,09:30:00,109.0,2023-12-31T00:00:00.000,348,VEHICLE AND TRAFFIC LAWS,916.0,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,QUEENS,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1037025.0,222073.0,UNKNOWN,WHITE HISPANIC,F,,40.77605779787805,-73.80945195721921,"(40.77605779787805, -73.80945195721921)",PATROL BORO QUEENS NORTH,(null),25-44,ASIAN / PACIFIC ISLANDER,F
279760366,2023-12-31T00:00:00.000,21:21:00,,(null),47.0,2023-12-31T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,113.0,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1026678.0,266899.0,18-24,BLACK,M,,40.89915,-73.846524,"(40.89915, -73.846524)",PATROL BORO BRONX,(null),25-44,BLACK,M
279744251,2023-12-31T00:00:00.000,05:45:00,2023-12-31T00:00:00.000,06:03:00,123.0,2023-12-31T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),934123.0,130997.0,25-44,WHITE,M,,40.52609012438956,-74.1803103933247,"(40.526090124389555, -74.1803103933247)",PATROL BORO STATEN ISLAND,(null),25-44,WHITE,F
279755955,2023-12-31T00:00:00.000,14:50:00,2023-12-31T00:00:00.000,15:10:00,30.0,2023-12-31T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,(null),N.Y. POLICE DEPT,0,(null),(null),(null),996942.0,237602.0,25-44,WHITE HISPANIC,F,,40.818831,-73.954142,"(40.818831, -73.954142)",PATROL BORO MAN NORTH,(null),25-44,UNKNOWN,M
279748236,2023-12-31T00:00:00.000,11:50:00,2023-12-31T00:00:00.000,11:53:00,78.0,2023-12-31T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),987542.0,181552.0,65+,ASIAN / PACIFIC ISLANDER,F,,40.664996,-73.988132,"(40.664996, -73.988132)",PATROL BORO BKLYN SOUTH,(null),45-64,BLACK,M
279760436,2023-12-31T00:00:00.000,20:40:00,2023-12-31T00:00:00.000,20:45:00,94.0,2023-12-31T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,(null),N.Y. POLICE DEPT,0,(null),(null),(null),997973.0,199434.0,45-64,WHITE HISPANIC,M,,40.714067,-73.950498,"(40.714067, -73.950498)",PATROL BORO BKLYN NORTH,(null),UNKNOWN,UNKNOWN,M
279749485,2023-12-30T00:00:00.000,00:30:00,2023-12-30T00:00:00.000,08:00:00,78.0,2023-12-31T00:00:00.000,107,BURGLARY,213.0,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,BROOKLYN,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,0,(null),(null),(null),993100.0,186949.0,(null),(null),(null),,40.679804,-73.96809,"(40.679804, -73.96809)",PATROL BORO BKLYN SOUTH,(null),UNKNOWN,UNKNOWN,D
279757808,2023-12-31T00:00:00.000,17:44:00,2023-12-31T00:00:00.000,17:49:00,50.0,2023-12-31T00:00:00.000,348,VEHICLE AND TRAFFIC LAWS,916.0,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1010866.0,260043.0,UNKNOWN,WHITE HISPANIC,M,,40.880393,-73.903749,"(40.880393, -73.903749)",PATROL BORO BRONX,(null),25-44,WHITE HISPANIC,M
279744193,2023-12-31T00:00:00.000,06:45:00,2023-12-31T00:00:00.000,07:20:00,60.0,2023-12-31T00:00:00.000,121,CRIMINAL MISCHIEF & RELATED OF,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),252,989992.0,155381.0,25-44,BLACK,M,,40.59316,-73.979324,"(40.59316, -73.979324)",PATROL BORO BKLYN SOUTH,(null),25-44,BLACK,F
279759201,2023-12-31T00:00:00.000,18:00:00,2023-12-31T00:00:00.000,18:15:00,71.0,2023-12-31T00:00:00.000,105,ROBBERY,384.0,"ROBBERY,POCKETBOOK/CARRIED BAG",ATTEMPTED,FELONY,BROOKLYN,FRONT OF,PUBLIC BUILDING,N.Y. POLICE DEPT,0,(null),(null),(null),996769.0,182433.0,18-24,BLACK,M,,40.667406,-73.954872,"(40.667406, -73.954872)",PATROL BORO BKLYN SOUTH,(null),25-44,BLACK,F
279748223,2023-12-31T00:00:00.000,09:15:00,2023-12-31T00:00:00.000,09:20:00,67.0,2023-12-31T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,GROCERY/BODEGA,N.Y. POLICE DEPT,0,(null),(null),(null),999236.0,175776.0,65+,ASIAN / PACIFIC ISLANDER,M,,40.64913,-73.945994,"(40.64913, -73.945994)",PATROL BORO BKLYN SOUTH,(null),45-64,ASIAN / PACIFIC ISLANDER,M
279752675,2023-12-31T00:00:00.000,13:00:00,2023-12-31T00:00:00.000,13:20:00,42.0,2023-12-31T00:00:00.000,105,ROBBERY,382.0,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1011791.0,239579.0,UNKNOWN,BLACK HISPANIC,M,,40.824223,-73.900488,"(40.824223, -73.900488)",PATROL BORO BRONX,(null),18-24,WHITE HISPANIC,M
279739139,2023-12-31T00:00:00.000,03:05:00,2023-12-31T00:00:00.000,03:15:00,43.0,2023-12-31T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),882,1021250.0,240020.0,45-64,BLACK,M,,40.825399,-73.866306,"(40.825399, -73.866306)",PATROL BORO BRONX,(null),25-44,BLACK,F
279760470,2023-12-30T00:00:00.000,05:00:00,2023-12-31T00:00:00.000,15:16:00,110.0,2023-12-31T00:00:00.000,126,MISCELLANEOUS PENAL LAW,198.0,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1014231.0,210371.0,18-24,BLACK,F,,40.744047,-73.891803,"(40.744047, -73.891803)",PATROL BORO QUEENS NORTH,(null),18-24,ASIAN / PACIFIC ISLANDER,M
279760361,2023-12-31T00:00:00.000,20:34:00,2023-12-31T00:00:00.000,20:44:00,44.0,2023-12-31T00:00:00.000,348,VEHICLE AND TRAFFIC LAWS,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",COMPLETED,MISDEMEANOR,BRONX,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1007363.0,243785.0,25-44,BLACK,M,,40.83577855250304,-73.9164739473244,"(40.835778552503044, -73.9164739473244)",PATROL BORO BRONX,(null),UNKNOWN,UNKNOWN,E
279747033,2023-12-31T00:00:00.000,03:26:00,2023-12-31T00:00:00.000,03:32:00,67.0,2023-12-31T00:00:00.000,109,GRAND LARCENY,421.0,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1007444.0,179432.0,25-44,BLACK,M,,40.659148,-73.916401,"(40.659148, -73.916401)",PATROL BORO BKLYN SOUTH,(null),45-64,BLACK,M
279763304,2023-12-31T00:00:00.000,22:30:00,2023-12-31T00:00:00.000,22:37:00,41.0,2023-12-31T00:00:00.000,126,MISCELLANEOUS PENAL LAW,198.0,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1015482.0,237651.0,25-44,BLACK HISPANIC,M,,40.81892,-73.887162,"(40.81892, -73.887162)",PATROL BORO BRONX,(null),25-44,WHITE HISPANIC,F
279760415,2023-12-31T00:00:00.000,14:47:00,,(null),73.0,2023-12-31T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1007338.0,187297.0,25-44,UNKNOWN,F,,40.680736,-73.916758,"(40.680736, -73.916758)",PATROL BORO BKLYN NORTH,(null),25-44,BLACK HISPANIC,F
279759259,2023-12-31T00:00:00.000,17:03:00,2023-12-31T00:00:00.000,17:10:00,114.0,2023-12-31T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),WOODSIDE,1269,1009077.0,214329.0,25-44,BLACK,M,,40.754926,-73.910388,"(40.754926, -73.910388)",PATROL BORO QUEENS NORTH,(null),18-24,BLACK,F
279747060,2023-12-31T00:00:00.000,03:08:00,2023-12-31T00:00:00.000,03:14:00,110.0,2023-12-31T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1020826.0,210825.0,18-24,WHITE HISPANIC,F,,40.745267,-73.867998,"(40.745267, -73.867998)",PATROL BORO QUEENS NORTH,(null),25-44,WHITE HISPANIC,F
279779881,2023-12-31T00:00:00.000,22:40:00,2023-12-31T00:00:00.000,22:45:00,108.0,2023-12-31T00:00:00.000,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1007692.0,210861.0,(null),(null),(null),,40.745413,-73.915399,"(40.745413, -73.915399)",PATROL BORO QUEENS NORTH,(null),45-64,WHITE,M
279762962,2023-12-29T00:00:00.000,15:30:00,2023-12-31T00:00:00.000,18:30:00,71.0,2023-12-31T00:00:00.000,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),996824.0,182756.0,45-64,UNKNOWN,F,,40.668292,-73.954673,"(40.668292, -73.954673)",PATROL BORO BKLYN SOUTH,(null),45-64,UNKNOWN,M
279749441,2023-12-31T00:00:00.000,21:30:00,2023-12-31T00:00:00.000,22:04:00,30.0,2023-12-31T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,MANHATTAN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),999750.0,241187.0,UNKNOWN,UNKNOWN,U,,40.828666,-73.943989,"(40.828666, -73.943989)",PATROL BORO MAN NORTH,(null),25-44,BLACK HISPANIC,M
279761654,2023-12-27T00:00:00.000,20:15:00,2023-12-27T00:00:00.000,20:30:00,48.0,2023-12-31T00:00:00.000,359,OFFENSES AGAINST PUBLIC ADMINI,749.0,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1013907.0,249733.0,25-44,WHITE HISPANIC,M,,40.852087,-73.892797,"(40.852087, -73.892797)",PATROL BORO BRONX,(null),25-44,WHITE HISPANIC,F
279763015,2023-12-31T00:00:00.000,21:30:00,2023-12-31T00:00:00.000,21:35:00,107.0,2023-12-31T00:00:00.000,348,VEHICLE AND TRAFFIC LAWS,916.0,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,QUEENS,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1033977.0,201694.0,UNKNOWN,UNKNOWN,U,,40.72014036213338,-73.82060764074127,"(40.72014036213338, -73.82060764074127)",PATROL BORO QUEENS SOUTH,(null),25-44,ASIAN / PACIFIC ISLANDER,M
279759214,2023-12-31T00:00:00.000,17:00:00,2023-12-31T00:00:00.000,17:22:00,79.0,2023-12-31T00:00:00.000,126,MISCELLANEOUS PENAL LAW,198.0,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),434,999134.0,190013.0,25-44,BLACK,M,,40.688207,-73.94633,"(40.688207, -73.94633)",PATROL BORO BKLYN NORTH,(null),25-44,BLACK,F
279763552,2023-12-31T00:00:00.000,20:40:00,2023-12-31T00:00:00.000,20:52:00,110.0,2023-12-31T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1017170.0,211470.0,45-64,WHITE HISPANIC,M,,40.747053,-73.88119,"(40.747053, -73.88119)",PATROL BORO QUEENS NORTH,(null),45-64,WHITE HISPANIC,F
279760341,2023-12-31T00:00:00.000,18:08:00,2023-12-31T00:00:00.000,18:17:00,41.0,2023-12-31T00:00:00.000,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BRONX,INSIDE,CLOTHING/BOUTIQUE,N.Y. POLICE DEPT,0,(null),(null),(null),1014216.0,238783.0,25-44,WHITE HISPANIC,M,,40.822031,-73.891729,"(40.822031, -73.891729)",PATROL BORO BRONX,(null),UNKNOWN,UNKNOWN,D
279745628,2023-12-31T00:00:00.000,02:15:00,2023-12-31T00:00:00.000,02:20:00,75.0,2023-12-31T00:00:00.000,348,VEHICLE AND TRAFFIC LAWS,916.0,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1013806.0,180666.0,UNKNOWN,UNKNOWN,U,,40.662516,-73.893466,"(40.662516, -73.893466)",PATROL BORO BKLYN NORTH,(null),45-64,BLACK,M
279763422,2023-12-31T00:00:00.000,22:25:00,2023-12-31T00:00:00.000,22:31:00,108.0,2023-12-31T00:00:00.000,347,INTOXICATED & IMPAIRED DRIVING,905.0,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,QUEENS,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1007293.0,209962.0,45-64,BLACK HISPANIC,M,,40.74294373289718,-73.91684294834832,"(40.74294373289718, -73.91684294834832)",PATROL BORO QUEENS NORTH,(null),UNKNOWN,UNKNOWN,E
279754320,2023-12-31T00:00:00.000,16:45:00,2023-12-31T00:00:00.000,16:59:00,120.0,2023-12-31T00:00:00.000,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,CLOTHING/BOUTIQUE,N.Y. POLICE DEPT,0,(null),(null),(null),963180.0,173627.0,45-64,WHITE HISPANIC,M,,40.64322,-74.075921,"(40.64322, -74.075921)",PATROL BORO STATEN ISLAND,(null),UNKNOWN,UNKNOWN,D
279752738,2023-10-12T00:00:00.000,15:00:00,2023-12-31T00:00:00.000,16:00:00,105.0,2023-12-31T00:00:00.000,109,GRAND LARCENY,402.0,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1055062.0,197952.0,(null),(null),(null),,40.709727,-73.744579,"(40.709727, -73.744579)",PATROL BORO QUEENS SOUTH,(null),65+,BLACK,M
279734629,2023-12-31T00:00:00.000,01:05:00,2023-12-31T00:00:00.000,01:15:00,106.0,2023-12-31T00:00:00.000,348,VEHICLE AND TRAFFIC LAWS,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",COMPLETED,MISDEMEANOR,QUEENS,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1029237.0,186959.0,(null),(null),(null),,40.67972167416144,-73.83780578512477,"(40.679721674161435, -73.83780578512477)",PATROL BORO QUEENS SOUTH,(null),UNKNOWN,UNKNOWN,E
279747070,2023-12-31T00:00:00.000,09:30:00,2023-12-31T00:00:00.000,09:41:00,121.0,2023-12-31T00:00:00.000,348,VEHICLE AND TRAFFIC LAWS,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",COMPLETED,MISDEMEANOR,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),937788.0,167945.0,(null),(null),(null),,40.627527,-74.167378,"(40.627527, -74.167378)",PATROL BORO STATEN ISLAND,(null),65+,WHITE,F
279750900,2023-12-31T00:00:00.000,03:37:00,2023-12-31T00:00:00.000,03:50:00,52.0,2023-12-31T00:00:00.000,110,GRAND LARCENY OF MOTOR VEHICLE,441.0,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1016779.0,259149.0,UNKNOWN,UNKNOWN,U,,40.87792,-73.882371,"(40.87792, -73.882371)",PATROL BORO BRONX,(null),25-44,WHITE,M
279763527,2023-12-31T00:00:00.000,22:00:00,2023-12-31T00:00:00.000,22:24:00,30.0,2023-12-31T00:00:00.000,126,MISCELLANEOUS PENAL LAW,117.0,RECKLESS ENDANGERMENT 1,COMPLETED,FELONY,MANHATTAN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),999642.0,241546.0,45-64,BLACK,M,,40.82964997490443,-73.94438132319132,"(40.82964997490443, -73.94438132319132)",PATROL BORO MAN NORTH,(null),25-44,WHITE,L
279747044,2023-12-31T00:00:00.000,10:00:00,2023-12-31T00:00:00.000,10:06:00,75.0,2023-12-31T00:00:00.000,105,ROBBERY,396.0,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,(null),DEPARTMENT STORE,N.Y. POLICE DEPT,0,(null),(null),(null),1020327.0,176285.0,UNKNOWN,BLACK,M,,40.650466,-73.869986,"(40.650466, -73.869986)",PATROL BORO BKLYN NORTH,(null),UNKNOWN,UNKNOWN,M
279763410,2023-12-31T00:00:00.000,17:20:00,2023-12-31T00:00:00.000,17:35:00,102.0,2023-12-31T00:00:00.000,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,DRUG STORE,N.Y. POLICE DEPT,0,(null),(null),(null),1034424.0,195429.0,(null),(null),(null),,40.702942,-73.81904,"(40.702942, -73.81904)",PATROL BORO QUEENS SOUTH,(null),UNKNOWN,UNKNOWN,D
279740799,2023-12-30T00:00:00.000,23:30:00,2023-12-31T00:00:00.000,03:30:00,84.0,2023-12-31T00:00:00.000,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,HOTEL/MOTEL,N.Y. POLICE DEPT,0,(null),(null),(null),988902.0,192641.0,(null),(null),(null),,40.6954388081238,-73.9832253756043,"(40.6954388081238, -73.9832253756043)",PATROL BORO BKLYN NORTH,(null),18-24,ASIAN / PACIFIC ISLANDER,F
279757757,2023-12-31T00:00:00.000,17:05:00,2023-12-31T00:00:00.000,17:18:00,26.0,2023-12-31T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),996660.0,235153.0,(null),(null),(null),,40.812109,-73.955168,"(40.812109, -73.955168)",PATROL BORO MAN NORTH,(null),25-44,BLACK,F
279754279,2023-12-31T00:00:00.000,13:00:00,2023-12-31T00:00:00.000,13:10:00,75.0,2023-12-31T00:00:00.000,105,ROBBERY,389.0,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1020614.0,180772.0,25-44,WHITE,M,,40.66278,-73.868926,"(40.66278, -73.868926)",PATROL BORO BKLYN NORTH,(null),45-64,BLACK,F
279759108,2023-12-30T00:00:00.000,14:00:00,2023-12-30T00:00:00.000,15:00:00,19.0,2023-12-31T00:00:00.000,341,PETIT LARCENY,352.0,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,(null),N.Y. POLICE DEPT,0,(null),(null),(null),995326.0,223171.0,UNKNOWN,UNKNOWN,U,,40.779223,-73.960006,"(40.779223, -73.960006)",PATROL BORO MAN NORTH,(null),UNKNOWN,UNKNOWN,D
279757876,2023-12-31T00:00:00.000,16:30:00,,(null),103.0,2023-12-31T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,INSIDE,BEAUTY & NAIL SALON,N.Y. POLICE DEPT,0,(null),(null),(null),1040303.0,195927.0,UNKNOWN,UNKNOWN,U,,40.704275,-73.797833,"(40.704275, -73.797833)",PATROL BORO QUEENS SOUTH,(null),25-44,BLACK,M
279763303,2023-12-31T00:00:00.000,04:30:00,2023-12-31T00:00:00.000,04:50:00,41.0,2023-12-31T00:00:00.000,126,MISCELLANEOUS PENAL LAW,198.0,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1015482.0,237651.0,25-44,BLACK HISPANIC,M,,40.81892,-73.887162,"(40.81892, -73.887162)",PATROL BORO BRONX,(null),25-44,WHITE,F
279740771,2023-12-31T00:00:00.000,03:40:00,2023-12-31T00:00:00.000,04:00:00,7.0,2023-12-31T00:00:00.000,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),987559.0,201831.0,UNKNOWN,UNKNOWN,M,,40.720656,-73.988061,"(40.720656, -73.988061)",PATROL BORO MAN SOUTH,(null),18-24,BLACK,M
279759091,2023-12-31T00:00:00.000,08:30:00,2023-12-31T00:00:00.000,08:30:00,7.0,2023-12-31T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,MANHATTAN,FRONT OF,HOTEL/MOTEL,N.Y. POLICE DEPT,0,(null),(null),(null),988082.0,200814.0,45-64,WHITE,M,,40.717864,-73.986176,"(40.717864, -73.986176)",PATROL BORO MAN SOUTH,(null),25-44,WHITE HISPANIC,F
279763047,2023-12-31T00:00:00.000,21:20:00,2023-12-31T00:00:00.000,21:24:00,115.0,2023-12-31T00:00:00.000,235,DANGEROUS DRUGS,511.0,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,(null),N.Y. POLICE DEPT,0,(null),(null),(null),1018032.0,214171.0,25-44,WHITE HISPANIC,M,,40.754464,-73.878064,"(40.754464, -73.878064)",PATROL BORO QUEENS NORTH,(null),UNKNOWN,UNKNOWN,E
279757809,2023-12-31T00:00:00.000,03:12:00,2023-12-31T00:00:00.000,03:34:00,50.0,2023-12-31T00:00:00.000,109,GRAND LARCENY,421.0,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,BRONX,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1017983.0,262622.0,UNKNOWN,UNKNOWN,U,,40.88744620737977,-73.87800049039276,"(40.88744620737977, -73.87800049039276)",PATROL BORO BRONX,(null),65+,WHITE HISPANIC,M
279763381,2023-12-31T00:00:00.000,15:30:00,2023-12-31T00:00:00.000,15:45:00,75.0,2023-12-31T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,GAS STATION,N.Y. POLICE DEPT,0,(null),(null),(null),1021490.0,185435.0,(null),(null),(null),,40.675575,-73.865744,"(40.675575, -73.865744)",PATROL BORO BKLYN NORTH,(null),25-44,WHITE,M
