DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
100214764,07/16/2010 12:00:00 AM,07/16/2010 12:00:00 AM,1300,2,Rampart,246,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,18,F,B,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,400 S  ALVARADO                     ST,,34.0613,-118.2738
100214765,07/17/2010 12:00:00 AM,07/16/2010 12:00:00 AM,1900,2,Rampart,205,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,45,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,700 N  DILLON                       ST,,34.08,-118.2782
100214766,07/17/2010 12:00:00 AM,07/16/2010 12:00:00 AM,2200,2,Rampart,257,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,55,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,,,,1400 W  6TH                          ST,,34.0562,-118.2673
100214767,07/17/2010 12:00:00 AM,07/16/2010 12:00:00 AM,1830,2,Rampart,216,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,23,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,ROSEMONT                     ST,BELLEVUE                     AV,34.0744,-118.2677
100214773,07/17/2010 12:00:00 AM,07/17/2010 12:00:00 AM,1750,2,Rampart,216,2,624,BATTERY - SIMPLE ASSAULT,0416,46,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,600 N  CORONADO                     ST,,34.0751,-118.2717
100214774,07/17/2010 12:00:00 AM,07/16/2010 12:00:00 AM,2100,2,Rampart,205,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,27,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,700 N  VENDOME                      ST,,34.0796,-118.2767
100214775,07/17/2010 12:00:00 AM,07/17/2010 12:00:00 AM,830,2,Rampart,269,2,888,TRESPASSING,,22,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888.0,,,,700 S  BIXEL                        ST,,34.0509,-118.2642
100214777,07/17/2010 12:00:00 AM,07/17/2010 12:00:00 AM,1900,2,Rampart,266,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0311 0329 0906 1402,17,F,H,101.0,STREET,,,AA,Adult Arrest,740.0,998.0,,,BEACON,7TH                          ST,34.0529,-118.2733
100214778,07/17/2010 12:00:00 AM,07/16/2010 12:00:00 AM,1100,2,Rampart,241,1,310,BURGLARY,0344,65,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,400 S  LA FAYETTE PARK              PL,,34.0658,-118.2814
100214779,07/17/2010 12:00:00 AM,07/17/2010 12:00:00 AM,1710,2,Rampart,291,2,624,BATTERY - SIMPLE ASSAULT,0416 0417 0913 1243 2000 2002,34,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1700 S  BONNIE BRAE                  ST,,34.0421,-118.2824
100214780,07/18/2010 12:00:00 AM,07/17/2010 12:00:00 AM,1630,2,Rampart,237,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,200    LUCAS                        AV,,34.0609,-118.26
100214781,07/17/2010 12:00:00 AM,07/17/2010 12:00:00 AM,1840,2,Rampart,236,2,624,BATTERY - SIMPLE ASSAULT,0416 0602,19,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,1900    MIRAMAR                      ST,,34.0632,-118.2693
100214783,07/18/2010 12:00:00 AM,07/17/2010 12:00:00 AM,2200,2,Rampart,245,1,330,BURGLARY FROM VEHICLE,0344 1307 1609,23,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,CORONADO                     ST,6TH                          ST,34.062,-118.2804
100214784,07/17/2010 12:00:00 AM,07/17/2010 12:00:00 AM,1850,2,Rampart,222,2,624,BATTERY - SIMPLE ASSAULT,0416,39,M,W,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,JUANITA,MELROSE                      AV,34.0836,-118.2905
100214785,07/17/2010 12:00:00 AM,07/17/2010 12:00:00 AM,2310,2,Rampart,256,1,220,ATTEMPTED ROBBERY,0337 0344 0906,0,M,H,402.0,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,220.0,,,,WILSHIRE                     BL,BONNIE BRAE,34.0569,-118.2725
100214789,07/18/2010 12:00:00 AM,07/18/2010 12:00:00 AM,230,2,Rampart,218,2,624,BATTERY - SIMPLE ASSAULT,0305 0417 0416 0444,50,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,ECHO PARK,SUNSET                       BL,34.0768,-118.2573
100214790,07/18/2010 12:00:00 AM,07/17/2010 12:00:00 AM,2230,2,Rampart,249,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1607,32,M,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,1000    WILSHIRE                     BL,,34.0515,-118.2615
100214794,07/18/2010 12:00:00 AM,07/17/2010 12:00:00 AM,2200,2,Rampart,202,2,624,BATTERY - SIMPLE ASSAULT,0416 1206 2002,44,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,BURNS                        AV,VIRGIL                       AV,34.0877,-118.2869
100214801,07/18/2010 12:00:00 AM,07/18/2010 12:00:00 AM,1205,2,Rampart,256,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325,37,M,B,407.0,HARDWARE/BUILDING SUPPLY,,,IC,Invest Cont,442.0,,,,1600    WILSHIRE                     BL,,34.0554,-118.2702
100214803,07/18/2010 12:00:00 AM,07/18/2010 12:00:00 AM,1230,2,Rampart,295,1,210,ROBBERY,0112 0344 1309,44,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,1400 S  BONNIE BRAE                  ST,,34.0444,-118.2809
100214804,07/18/2010 12:00:00 AM,07/18/2010 12:00:00 AM,1345,2,Rampart,247,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0430 0906 1100,24,M,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,230.0,,,,5TH,BURLINGTON,34.0593,-118.2719
100214805,07/18/2010 12:00:00 AM,07/18/2010 12:00:00 AM,630,2,Rampart,261,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 1817,40,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,2200 W  8TH                          ST,,34.0554,-118.2789
100214806,07/18/2010 12:00:00 AM,07/18/2010 12:00:00 AM,1030,2,Rampart,237,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0321 0444 2000,31,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,1300    EMERALD                      DR,,34.0594,-118.2599
100214807,07/18/2010 12:00:00 AM,07/18/2010 12:00:00 AM,30,2,Rampart,211,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,32,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,500 N  ALEXANDRIA                   AV,,34.079,-118.298
100214808,07/18/2010 12:00:00 AM,07/17/2010 12:00:00 AM,1300,2,Rampart,237,1,310,BURGLARY,0344 1601,24,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,200    WITMER                       ST,,34.061,-118.2615
100214809,07/18/2010 12:00:00 AM,07/17/2010 12:00:00 AM,1600,2,Rampart,249,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,22,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,PARK VIEW,JAMES M WOOD,34.0533,-118.2829
100214810,07/18/2010 12:00:00 AM,07/17/2010 12:00:00 AM,800,2,Rampart,251,2,624,BATTERY - SIMPLE ASSAULT,0416 0913,35,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,500 S  CORONADO                     ST,,34.064,-118.2791
100214812,07/18/2010 12:00:00 AM,07/18/2010 12:00:00 AM,1820,2,Rampart,237,1,210,ROBBERY,0305 0344 0906,25,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,EMERALD                      AV,LUCAS,34.0598,-118.2607
100214813,07/18/2010 12:00:00 AM,07/18/2010 12:00:00 AM,300,2,Rampart,246,2,624,BATTERY - SIMPLE ASSAULT,0416,93,M,W,510.0,NURSING/CONVALESCENT/RETIREMENT HOME,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,300 S  ALVARADO                     ST,,34.063,-118.2727
100214814,07/18/2010 12:00:00 AM,07/17/2010 12:00:00 AM,2200,2,Rampart,202,1,330,BURGLARY FROM VEHICLE,0344 1609,39,F,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,900 N  VERMONT                      AV,,34.0877,-118.2917
100214815,07/18/2010 12:00:00 AM,07/18/2010 12:00:00 AM,900,2,Rampart,202,1,350,"THEFT, PERSON",0305 0344,29,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,,,,HOOVER                       BL,BURNS                        AV,34.0877,-118.2845
100214816,07/18/2010 12:00:00 AM,07/18/2010 12:00:00 AM,1630,2,Rampart,204,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0334 0432,26,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,930.0,,,,1400    MALTMAN                      AV,,34.0884,-118.2777
100214817,07/18/2010 12:00:00 AM,07/17/2010 12:00:00 AM,2355,2,Rampart,246,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,400 S  WESTLAKE                     AV,,34.0607,-118.2725
100214819,07/18/2010 12:00:00 AM,07/18/2010 12:00:00 AM,1900,2,Rampart,202,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0319 0329 1300,41,F,H,101.0,STREET,,,AA,Adult Arrest,740.0,,,,VIRGIL                       AV,LOCKWOOD,34.0887,-118.2869
100214820,07/19/2010 12:00:00 AM,07/19/2010 12:00:00 AM,10,2,Rampart,279,2,624,BATTERY - SIMPLE ASSAULT,0416 0432 1241 1243 2000,21,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1400 W  10TH                         PL,,34.0474,-118.2714
100214821,07/18/2010 12:00:00 AM,07/18/2010 12:00:00 AM,2100,2,Rampart,256,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325,0,M,H,406.0,OTHER STORE,,,IC,Invest Cont,442.0,,,,1600    WILSHIRE                     BL,,34.0554,-118.2702
100214823,07/19/2010 12:00:00 AM,07/19/2010 12:00:00 AM,100,2,Rampart,216,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,800    MERWIN                       ST,,34.0764,-118.2702
100214824,07/19/2010 12:00:00 AM,07/19/2010 12:00:00 AM,1210,2,Rampart,217,2,888,TRESPASSING,1402 1814,27,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888.0,998.0,,,1000 N  BONNIE BRAE                  ST,,34.0759,-118.263
100214833,07/18/2010 12:00:00 AM,07/18/2010 12:00:00 AM,2200,2,Rampart,269,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0432 1241 1243 2000,22,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,8TH                          ST,BIXEL,34.0496,-118.265
100214838,07/19/2010 12:00:00 AM,07/18/2010 12:00:00 AM,2200,2,Rampart,275,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,59,M,A,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,900 S  WESTLAKE                     AV,,34.0529,-118.2776
100214843,07/19/2010 12:00:00 AM,07/19/2010 12:00:00 AM,830,2,Rampart,248,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 1814 2000,24,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,,,,400 S  WITMER                       ST,,34.0576,-118.2644
100214848,07/19/2010 12:00:00 AM,07/19/2010 12:00:00 AM,200,2,Rampart,237,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0417 1243 1819 2000,25,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,600 S  LUCAS                        AV,,34.062,-118.2597
100214849,07/19/2010 12:00:00 AM,07/19/2010 12:00:00 AM,1030,2,Rampart,281,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1602 1822,28,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,341.0,,,,2100 W  11TH                         ST,,34.0503,-118.2808
100214851,07/19/2010 12:00:00 AM,07/18/2010 12:00:00 AM,1400,2,Rampart,281,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1607,53,F,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,2100 W  11TH                         ST,,34.0503,-118.2808
100214853,07/19/2010 12:00:00 AM,07/18/2010 12:00:00 AM,2200,2,Rampart,246,1,210,ROBBERY,0334 0342 0344 0411 1822,29,M,H,102.0,SIDEWALK,207.0,OTHER KNIFE,IC,Invest Cont,210.0,,,,ALVARADO                     ST,WILSHIRE                     BL,34.058,-118.2759
100214866,07/20/2010 12:00:00 AM,07/20/2010 12:00:00 AM,100,2,Rampart,246,1,210,ROBBERY,0305 0337 0342 0344 0355 0352 0429 0432 0906 0913,38,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,,,,ALVARADO                     ST,WILSHIRE                     BL,34.058,-118.2759
100214868,07/19/2010 12:00:00 AM,07/19/2010 12:00:00 AM,2051,2,Rampart,291,1,110,CRIMINAL HOMICIDE,0305 0430 0432 0906 1100 1402,19,M,H,103.0,ALLEY,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,BONNIE BRAE,18TH                         ST,34.0413,-118.2829
100214869,07/18/2010 12:00:00 AM,07/18/2010 12:00:00 AM,1115,2,Rampart,204,2,624,BATTERY - SIMPLE ASSAULT,0319 0408 0419 0429 0432,37,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,HOOVER,SANBORN,34.0867,-118.2845
100214978,07/21/2010 12:00:00 AM,07/16/2010 12:00:00 AM,1400,2,Rampart,205,2,354,THEFT OF IDENTITY,0931 1820,44,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,700 N  LA FAYETTE PARK              PL,,34.078,-118.2738
100214870,07/19/2010 12:00:00 AM,07/19/2010 12:00:00 AM,1000,2,Rampart,218,1,310,BURGLARY,0344 0358 1607,23,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,1100    LAGUNA                       AV,,34.0753,-118.257
100214871,07/20/2010 12:00:00 AM,07/18/2010 12:00:00 AM,2200,2,Rampart,245,1,330,BURGLARY FROM VEHICLE,0344 0358 1307 1609,38,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,600 S  CORONADO                     ST,,34.062,-118.2804
100214872,07/19/2010 12:00:00 AM,07/19/2010 12:00:00 AM,2200,2,Rampart,247,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0432 1241 1243 2000,39,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,500 S  UNION                        AV,,34.0586,-118.2691
100214873,07/20/2010 12:00:00 AM,07/19/2010 12:00:00 AM,1500,2,Rampart,211,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0319 0421 0432 0913 1810,44,F,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,700    NORMANDIE,,34.0836,-118.3005
100214874,07/19/2010 12:00:00 AM,07/19/2010 12:00:00 AM,1700,2,Rampart,261,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0401 0432 1241 1814 2000,17,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,2200 W  8TH                          ST,,34.0554,-118.2789
100214878,07/20/2010 12:00:00 AM,07/20/2010 12:00:00 AM,200,2,Rampart,203,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,700 N  MADISON                      AV,,34.0836,-118.2892
100214879,07/19/2010 12:00:00 AM,07/18/2010 12:00:00 AM,1730,2,Rampart,204,1,480,BIKE - STOLEN,0344,19,M,H,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,480.0,,,,600    MALTMAN                      AV,,34.0802,-118.2832
100214880,07/19/2010 12:00:00 AM,07/19/2010 12:00:00 AM,2210,2,Rampart,236,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,37,M,O,101.0,STREET,,,IC,Invest Cont,745.0,,,,300 N  WESTLAKE                     AV,,34.0687,-118.2672
100214881,07/19/2010 12:00:00 AM,07/19/2010 12:00:00 AM,2210,2,Rampart,236,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,47,F,A,101.0,STREET,,,IC,Invest Cont,745.0,,,,300 N  WESTLAKE                     AV,,34.0687,-118.2672
100214889,06/27/2010 12:00:00 AM,06/27/2010 12:00:00 AM,315,2,Rampart,275,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,22,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,,,,1900 W  OLYMPIC                      BL,,34.0507,-118.2776
100214892,07/20/2010 12:00:00 AM,07/19/2010 12:00:00 AM,2200,2,Rampart,275,2,624,BATTERY - SIMPLE ASSAULT,0416,52,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1600 W  11TH                         ST,,34.0477,-118.2751
100214893,07/20/2010 12:00:00 AM,07/19/2010 12:00:00 AM,2300,2,Rampart,204,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,ROSEMONT                     ST,N  HOOVER,34.0857,-118.2812
100214896,07/19/2010 12:00:00 AM,07/16/2010 12:00:00 AM,2300,2,Rampart,285,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202,62,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,1800 W  12TH                         ST,,34.0473,-118.2784
100214897,07/20/2010 12:00:00 AM,07/19/2010 12:00:00 AM,1930,2,Rampart,237,1,330,BURGLARY FROM VEHICLE,0344 0358 1307 1609,32,F,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,BELMONT,ROCKWOOD,34.0644,-118.263
100214899,07/19/2010 12:00:00 AM,07/16/2010 12:00:00 AM,2300,2,Rampart,285,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,57,F,A,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,1600 W  12TH                         ST,,34.0462,-118.276
100214900,07/15/2010 12:00:00 AM,05/21/2010 12:00:00 AM,1717,2,Rampart,202,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0533 1259,15,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,810.0,,,,4400    BURNS                        AV,,34.0877,-118.2893
100214904,07/20/2010 12:00:00 AM,07/20/2010 12:00:00 AM,1,2,Rampart,219,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,1300 W  SUNSET                       BL,,34.072,-118.2508
100214905,07/20/2010 12:00:00 AM,07/20/2010 12:00:00 AM,1132,2,Rampart,236,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1100 1402,53,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,998.0,,,UNION                        AV,TEMPLE                       ST,34.0687,-118.2632
100214906,07/20/2010 12:00:00 AM,07/20/2010 12:00:00 AM,1132,2,Rampart,236,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1402,50,F,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,998.0,,,UNION                        AV,TEMPLE                       ST,34.0687,-118.2632
100214907,07/20/2010 12:00:00 AM,07/20/2010 12:00:00 AM,1140,2,Rampart,238,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,34,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,745.0,,,,400 N  BOYLSTON                     ST,,34.0638,-118.2534
100214908,07/20/2010 12:00:00 AM,07/20/2010 12:00:00 AM,1215,2,Rampart,257,2,664,"BUNCO, PETTY THEFT",0114 0344 0369,30,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,664.0,,,,400 S  UNION                        AV,,34.0599,-118.2682
100214909,07/19/2010 12:00:00 AM,06/19/2010 12:00:00 AM,1,2,Rampart,269,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,49,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,1300 W  7TH                          ST,,34.0523,-118.2676
100214911,07/20/2010 12:00:00 AM,07/19/2010 12:00:00 AM,1930,2,Rampart,245,1,330,BURGLARY FROM VEHICLE,0344 0358 1307 1609,20,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,4TH                          ST,GRAND VIEW                   ST,34.064,-118.2766
100214913,07/20/2010 12:00:00 AM,07/19/2010 12:00:00 AM,1615,2,Rampart,217,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1309,39,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,TEMPLE                       ST,ALVARADO                     ST,34.0703,-118.268
100214914,07/20/2010 12:00:00 AM,07/20/2010 12:00:00 AM,1,2,Rampart,204,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1606,69,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,500 N  HOOVER                       ST,,34.0796,-118.2844
100214916,07/20/2010 12:00:00 AM,07/20/2010 12:00:00 AM,1030,2,Rampart,201,2,623,BATTERY POLICE (SIMPLE),1212,0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,623.0,,,,HELIOTROPE                   AV,MELROSE                      AV,34.0836,-118.295
100214918,07/20/2010 12:00:00 AM,07/20/2010 12:00:00 AM,1325,2,Rampart,245,1,210,ROBBERY,0305 0326 0342 0344 0346 1309 1822,61,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,6TH                          ST,PARK VIEW,34.0609,-118.278
100214982,07/21/2010 12:00:00 AM,07/20/2010 12:00:00 AM,2200,2,Rampart,212,1,330,BURGLARY FROM VEHICLE,0321 0344 1607,28,M,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,400 N  VERMONT                      AV,,34.0777,-118.2917
100214927,07/20/2010 12:00:00 AM,07/20/2010 12:00:00 AM,1400,2,Rampart,275,2,624,BATTERY - SIMPLE ASSAULT,0416 0603 0913,52,M,K,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,900 S  WESTLAKE                     AV,,34.0529,-118.2776
100214928,07/20/2010 12:00:00 AM,07/20/2010 12:00:00 AM,1400,2,Rampart,248,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0421 0422 0432 0906,22,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205.0,KITCHEN KNIFE,AA,Adult Arrest,230.0,,,,400    WITMER                       ST,,34.0576,-118.2644
100214929,07/20/2010 12:00:00 AM,07/20/2010 12:00:00 AM,1400,2,Rampart,248,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0421 0422 0432 0906,65,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205.0,KITCHEN KNIFE,AA,Adult Arrest,230.0,,,,400    WITMER                       ST,,34.0576,-118.2644
100214930,07/20/2010 12:00:00 AM,07/20/2010 12:00:00 AM,1400,2,Rampart,248,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0421 0422 0432 0906,46,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205.0,KITCHEN KNIFE,AA,Adult Arrest,230.0,,,,400    WITMER                       ST,,34.0576,-118.2644
100214931,07/20/2010 12:00:00 AM,07/19/2010 12:00:00 AM,2145,2,Rampart,231,1,330,BURGLARY FROM VEHICLE,0344 0358 1607,20,F,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,100 N  OCCIDENTAL                   BL,,34.0707,-118.2795
