Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2019-310134,9741076702,08/20/2019 06:45:00 PM,08/20/2019 06:45:00 PM,08/20/2019 06:54:22 PM,A,SOCIETY,PROSTITUTION OFFENSES,Prostitution,40A,N,N,N3,NORTHGATE,107XX BLOCK OF AURORA AVE N,-122.344733661,47.70745548
2019-310118,9741054124,08/20/2019 06:27:00 PM,08/20/2019 06:27:00 PM,08/20/2019 06:35:39 PM,A,SOCIETY,PROSTITUTION OFFENSES,Prostitution,40A,N,N,N2,NORTHGATE,AURORA AVE N / N 125TH ST,-122.344936817,47.71957221
2019-309832,9741038359,08/17/2019 01:00:00 AM,08/17/2019 04:00:00 AM,08/20/2019 06:14:39 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,47XX BLOCK OF BROOKLYN AVE NE,-122.31422406,47.66400406
2019-309814,9741005271,06/25/2019 12:00:00 AM,07/28/2019 12:00:00 PM,08/20/2019 05:39:44 PM,A,PROPERTY,COUNTERFEITING/FORGERY,Counterfeiting/Forgery,250,S,O,O1,SODO,15XX BLOCK OF 1ST AVE S,-122.334196041,47.58927038
2019-309981,9740989701,08/20/2019 04:39:00 PM,08/20/2019 04:45:00 PM,08/20/2019 05:22:56 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,Q,Q2,QUEEN ANNE,25XX BLOCK OF GILMAN DR W,-122.375486724,47.64215109
2019-309437,9740981126,08/19/2019 08:00:00 PM,08/20/2019 07:00:00 AM,08/20/2019 05:15:50 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,B,B1,BALLARD SOUTH,55XX BLOCK OF 24TH AVE NW,-122.387581875,47.66906823
2019-309987,9741004315,08/19/2019 08:00:00 AM,08/19/2019 03:30:00 PM,08/20/2019 04:59:59 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,C,C3,CENTRAL AREA/SQUIRE PARK,26XX BLOCK OF E PIKE ST,-122.298139449,47.61412995
2019-309845,9740969383,08/14/2019 04:00:00 PM,08/16/2019 05:00:00 PM,08/20/2019 04:59:54 PM,A,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,N,U,U2,UNIVERSITY,45XX BLOCK OF BROOKLYN AVE NE,-122.314261919,47.66218831
2019-309992,9740963523,08/20/2019 04:54:00 PM,08/20/2019 04:54:00 PM,08/20/2019 04:59:53 PM,A,SOCIETY,PROSTITUTION OFFENSES,Prostitution,40A,N,N,N2,NORTHGATE,N 140TH ST / AURORA AVE N,-122.345057024,47.73049192
2019-309933,9740947339,08/20/2019 04:01:00 PM,08/20/2019 04:30:00 PM,08/20/2019 04:43:53 PM,A,PROPERTY,ROBBERY,Robbery,120,E,C,C1,CAPITOL HILL,15TH AVE E / E JOHN ST,-122.312718955,47.6199673
2019-309938,9740948435,08/19/2019 05:00:00 PM,08/20/2019 10:00:00 AM,08/20/2019 04:43:08 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,D,D1,BELLTOWN,ELLIOTT AVE / BATTERY ST,-122.349532497,47.61281477
2019-309572,9740929923,08/19/2019 07:15:00 PM,08/20/2019 01:30:00 AM,08/20/2019 04:26:28 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K1,DOWNTOWN COMMERCIAL,4XX BLOCK OF SENECA ST,-122.333658663,47.60774723
2019-309589,9740921039,08/03/2019 12:00:00 AM,08/07/2019 12:00:00 AM,08/20/2019 04:24:36 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,S,S1,NEW HOLLY,39XX BLOCK OF S OTHELLO ST,-122.28234489,47.53704403
2019-309476,9740902579,08/20/2019 10:38:00 AM,08/20/2019 04:14:00 PM,08/20/2019 04:02:35 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,U,U1,UNIVERSITY,50XX BLOCK OF BROOKLYN AVE NE,-122.314198344,47.66567595
2019-309860,9740891510,08/20/2019 03:05:00 PM,,08/20/2019 03:52:12 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U2,UNIVERSITY,45XX BLOCK OF UNIVERSITY WAY NE,-122.313115709,47.66218058
2019-309835,9740870870,08/20/2019 02:15:00 AM,,08/20/2019 03:42:55 PM,A,PROPERTY,ROBBERY,Robbery,120,N,N,N2,NORTHGATE,127XX BLOCK OF 1ST AVE NE,-122.328949752,47.72082733
2019-309645,9740888233,08/20/2019 10:00:00 AM,08/20/2019 12:45:00 PM,08/20/2019 03:39:14 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,J,J1,GREENWOOD,90XX BLOCK OF GREENWOOD AVE N,-122.355348867,47.69512229
2019-309713,9740933413,08/20/2019 08:00:00 AM,08/20/2019 01:00:00 PM,08/20/2019 03:24:15 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,N,N1,BITTERLAKE,120XX BLOCK OF EVANSTON AVE N,-122.35158417,47.71686981
2019-309819,9740808279,08/16/2019 09:30:00 PM,08/17/2019 06:00:00 AM,08/20/2019 02:48:38 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,N,N3,GREENWOOD,7XX BLOCK OF N 143RD ST,-122.349130761,47.73231422
2019-910762,9740791019,08/19/2019 11:00:00 PM,08/20/2019 08:00:00 AM,08/20/2019 02:40:22 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,41XX BLOCK OF 12TH AVE NE,-122.315539253,47.65760232
2019-309689,9740807756,08/20/2019 01:07:00 PM,08/20/2019 01:24:00 PM,08/20/2019 02:37:01 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,M,M1,DOWNTOWN COMMERCIAL,13XX BLOCK OF 2ND AVE,-122.337541071,47.60779562
2019-309544,9740840966,08/19/2019 10:00:00 PM,08/20/2019 12:00:00 AM,08/20/2019 02:32:38 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,O,O2,SODO,34XX BLOCK OF AIRPORT WAY S,-122.322669207,47.57265342
2019-309547,9740806094,08/20/2019 11:35:00 AM,,08/20/2019 02:27:06 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U2,UNIVERSITY,45XX BLOCK OF UNIVERSITY WAY NE,-122.313115709,47.66218058
2019-309755,9740776021,08/20/2019 06:00:00 AM,08/20/2019 01:00:00 PM,08/20/2019 02:23:11 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,K,K2,PIONEER SQUARE,3XX BLOCK OF 2ND AVE S,-122.330807495,47.60046424
2019-309576,9740758345,08/20/2019 12:01:00 PM,08/20/2019 02:12:00 PM,08/20/2019 02:10:45 PM,A,PROPERTY,COUNTERFEITING/FORGERY,Counterfeiting/Forgery,250,E,E,E1,CAPITOL HILL,1XX BLOCK OF BROADWAY E,-122.320863694,47.61932364
2019-910761,9740756351,08/19/2019 11:35:00 PM,08/20/2019 07:35:00 AM,08/20/2019 02:10:21 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W3,FAUNTLEROY SW,80XX BLOCK OF FAUNTLEROY WAY SW,-122.392708008,47.53065739
2019-910760,9740744138,08/19/2019 09:30:00 PM,08/20/2019 04:30:00 AM,08/20/2019 02:00:34 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W2,HIGH POINT,54XX BLOCK OF 30TH AVE SW,-122.370936555,47.55285635
2019-910759,9740742855,08/17/2019 06:30:00 PM,08/17/2019 09:30:00 PM,08/20/2019 02:00:21 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,Q,Q2,QUEEN ANNE,5XX BLOCK OF W MCGRAW ST,-122.364280578,47.63959629
2019-309657,9740748789,08/20/2019 09:30:00 AM,08/20/2019 10:45:00 AM,08/20/2019 02:00:03 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,L,L2,NORTHGATE,4XX BLOCK OF NE NORTHGATE WAY,-122.324615158,47.7086028
2019-309429,9740835748,08/16/2019 12:00:00 AM,,08/20/2019 01:46:21 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,O,O2,GEORGETOWN,53XX BLOCK OF 2ND AVE S,-122.332376283,47.55453483
2019-910758,9740719555,08/18/2019 10:30:00 AM,08/18/2019 12:00:00 PM,08/20/2019 01:41:04 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W3,FAUNTLEROY SW,80XX BLOCK OF FAUNTLEROY WAY SW,-122.392708008,47.53065739
2019-910757,9740693704,08/20/2019 02:12:00 AM,08/20/2019 02:15:00 AM,08/20/2019 01:20:19 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E2,CAPITOL HILL,14XX BLOCK OF 19TH AVE,-122.307491457,47.61349886
2019-309530,9740672138,08/20/2019 11:29:00 AM,,08/20/2019 12:51:49 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U2,UNIVERSITY,47XX BLOCK OF BROOKLYN AVE NE,-122.31422406,47.66400406
2019-910755,9740666631,08/19/2019 11:30:00 PM,08/20/2019 06:50:00 AM,08/20/2019 12:50:16 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J2,BALLARD NORTH,77XX BLOCK OF 23RD AVE NW,-122.385396323,47.68590385
2019-910754,9740656064,08/12/2019 08:00:00 AM,08/19/2019 08:00:00 AM,08/20/2019 12:40:54 PM,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,S,R,R1,NORTH BEACON HILL,19XX BLOCK OF 15TH AVE S,-122.313366614,47.58594718
2019-910751,9740655223,08/13/2019 12:00:00 AM,,08/20/2019 12:40:24 PM,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,N,L,L2,NORTHGATE,94XX BLOCK OF 1ST AVE NE,-122.328448897,47.6972756
2019-910750,9740646184,08/20/2019 06:00:00 AM,08/20/2019 06:50:00 AM,08/20/2019 12:30:09 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,R,R3,COLUMBIA CITY,47XX BLOCK OF 35TH AVE S,-122.288819736,47.55970825
2019-309531,9740659519,07/12/2019 12:00:00 AM,08/13/2019 12:00:00 AM,08/20/2019 12:29:27 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,Q,Q2,QUEEN ANNE,30XX BLOCK OF 16TH AVE W,-122.37749141,47.64703454
2019-910422,9740642430,08/13/2019 02:30:00 PM,08/13/2019 03:30:00 PM,08/20/2019 12:26:42 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R2,MOUNT BAKER,19XX BLOCK OF RAINIER AVE S,-122.303922073,47.58591394
2019-909991,9740636184,08/05/2019 01:00:00 AM,08/05/2019 09:00:00 AM,08/20/2019 12:21:57 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F3,HIGHLAND PARK,84XX BLOCK OF 14TH AVE SW,-122.353126116,47.52786857
2019-910748,9740634797,08/19/2019 11:46:00 PM,08/20/2019 12:05:00 AM,08/20/2019 12:20:41 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M1,BELLTOWN,20XX BLOCK OF 1ST AVE,-122.343262291,47.61145275
2019-910747,9740634118,08/19/2019 08:00:00 PM,08/19/2019 09:30:00 PM,08/20/2019 12:20:16 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K1,DOWNTOWN COMMERCIAL,WESTERN AVE / SPRING ST,-122.338001049,47.60494346
2019-909775,9740630021,07/31/2019 06:10:00 PM,,08/20/2019 12:15:51 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M2,DOWNTOWN COMMERCIAL,14XX BLOCK OF 5TH AVE,-122.335119802,47.61018167
2019-910745,9740623571,08/19/2019 07:30:00 PM,08/19/2019 09:55:00 PM,08/20/2019 12:10:07 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,E,E,E3,CAPITOL HILL,5XX BLOCK OF E PIKE ST,-122.324986088,47.61409149
2019-309449,9740629331,08/19/2019 08:00:00 PM,08/20/2019 09:40:00 AM,08/20/2019 12:06:40 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,C,C2,CENTRAL AREA/SQUIRE PARK,18XX BLOCK OF 14TH AVE,-122.314289161,47.61820363
2019-910744,9740612265,08/19/2019 09:30:00 PM,08/19/2019 09:30:00 PM,08/20/2019 12:00:29 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K1,DOWNTOWN COMMERCIAL,ALASKAN WAY / SENECA ST,-122.339772561,47.60517846
2019-910743,9740611971,08/15/2019 06:30:00 PM,08/19/2019 07:00:00 PM,08/20/2019 12:00:15 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,D,D1,BELLTOWN,29XX BLOCK OF WESTERN AVE,-122.354027575,47.61664361
2019-908926,9740593949,06/27/2019 01:00:00 PM,06/27/2019 06:00:00 PM,08/20/2019 11:41:36 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,E,C,C2,MILLER PARK,17XX BLOCK OF E JOHN ST,-122.309412135,47.61967086
2019-309258,9740604085,08/20/2019 03:00:00 AM,08/20/2019 05:00:00 AM,08/20/2019 11:25:56 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,K,K2,PIONEER SQUARE,S KING ST / ALASKAN WAY S,-122.335906214,47.59824021
2019-910742,9740573817,08/06/2019 11:30:00 PM,08/07/2019 07:30:00 AM,08/20/2019 11:21:45 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R1,MID BEACON HILL,13XX BLOCK OF S PEARL ST,-122.314783435,47.55638651
2019-908921,9740571791,06/28/2019 09:00:00 PM,06/29/2019 08:00:00 AM,08/20/2019 11:20:28 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,12XX BLOCK OF 10TH AVE W,-122.370412993,47.63062245
2019-910740,9740563734,08/19/2019 05:05:00 PM,08/19/2019 06:35:00 PM,08/20/2019 11:11:47 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G3,MADRONA/LESCHI,24XX BLOCK OF S IRVING ST,-122.299888354,47.59122107
2019-910738,9740553992,08/18/2019 11:35:00 PM,08/19/2019 06:35:00 AM,08/20/2019 11:01:41 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,L,L2,NORTHGATE,ROOSEVELT WAY NE / NE 97TH ST,-122.317635913,47.69947134
2019-309395,9740530828,08/20/2019 07:50:00 AM,08/20/2019 08:00:00 AM,08/20/2019 10:33:32 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,D,D3,SLU/CASCADE,HOWELL ST / MINOR AVE,-122.330558848,47.61684046
2019-910735,9740516331,08/11/2019 12:00:00 AM,08/19/2019 10:38:00 AM,08/20/2019 10:32:04 AM,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,N,U,U2,UNIVERSITY,42XX BLOCK OF 7TH AVE NE,-122.320841552,47.65849092
2019-910736,9740516021,08/17/2019 02:30:00 AM,08/17/2019 10:30:00 AM,08/20/2019 10:31:52 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D2,QUEEN ANNE,21XX BLOCK OF WAVERLY PL N,-122.342922336,47.63871367
2019-910733,9740486783,08/18/2019 10:00:00 PM,08/19/2019 05:00:00 PM,08/20/2019 10:11:51 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,E,E3,CAPITOL HILL,SUMMIT AVE / E UNION ST,-122.325458247,47.61298896
2019-910732,9740486366,08/19/2019 01:00:00 PM,08/19/2019 05:00:00 PM,08/20/2019 10:11:42 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,Q,Q3,QUEEN ANNE,1ST AVE N / REPUBLICAN ST,-122.355414631,47.62327152
2019-309316,9740542813,07/15/2019 12:01:00 AM,,08/20/2019 10:10:55 AM,B,PROPERTY,BAD CHECKS,Bad Checks,90A,N,B,B3,WALLINGFORD,40XX BLOCK OF STONE WAY N,-122.342425869,47.65565501
2019-309345,9740529773,08/19/2019 08:00:00 AM,08/19/2019 11:00:00 PM,08/20/2019 10:09:14 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D3,EASTLAKE - WEST,27XX BLOCK OF BOYLSTON AVE E,-122.323365262,47.64505607
2019-309344,9740481651,08/20/2019 01:00:00 AM,08/20/2019 08:30:00 AM,08/20/2019 10:04:49 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N3,NORTHGATE,21XX BLOCK OF N 115TH ST,-122.332722066,47.71228385
2019-910730,9740451712,08/19/2019 05:05:00 PM,08/19/2019 05:05:00 PM,08/20/2019 09:41:39 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,K,K1,DOWNTOWN COMMERCIAL,9XX BLOCK OF 3RD AVE,-122.333692728,47.60526722
2019-309255,9740435233,08/18/2019 04:00:00 PM,08/19/2019 04:00:00 PM,08/20/2019 09:20:48 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,U,U2,UNIVERSITY,45XX BLOCK OF UNIVERSITY WAY NE,-122.313115709,47.66218058
2019-910729,9740284211,08/13/2019 12:00:00 AM,08/16/2019 04:40:00 PM,08/20/2019 09:01:21 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,L,L2,ROOSEVELT/RAVENNA,80XX BLOCK OF ROOSEVELT WAY NE,-122.317559122,47.68710314
2019-910728,9740271751,08/13/2019 11:30:00 PM,08/14/2019 07:30:00 AM,08/20/2019 08:51:34 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D2,QUEEN ANNE,17XX BLOCK OF DEXTER AVE N,-122.342285177,47.63498835
2019-910727,9740271468,03/19/2019 12:01:00 PM,08/19/2019 12:01:00 PM,08/20/2019 08:51:20 AM,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,SW,W,W3,MORGAN,35XX BLOCK OF SW MYRTLE ST,-122.377466379,47.53923277
2019-910726,9740261280,08/17/2019 08:00:00 PM,08/19/2019 11:00:00 AM,08/20/2019 08:41:47 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E3,FIRST HILL,13XX BLOCK OF 6TH AVE,-122.333098112,47.60965503
2019-910725,9740260984,08/17/2019 08:00:00 AM,08/17/2019 08:00:00 AM,08/20/2019 08:41:36 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,86XX BLOCK OF 25TH AVE SW,-122.364516958,47.52595151
2019-910724,9740260641,08/15/2019 08:00:00 PM,08/16/2019 04:00:00 PM,08/20/2019 08:41:19 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,E,E3,CAPITOL HILL,SENECA ST / BOYLSTON AVE,-122.323113442,47.61215849
2019-309237,9740263496,08/19/2019 04:30:00 PM,08/19/2019 04:35:00 PM,08/20/2019 08:39:14 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,O,O2,SODO,38XX BLOCK OF 6TH AVE S,-122.326653496,47.56962471
2019-309266,9740285231,08/20/2019 08:09:00 AM,,08/20/2019 08:32:35 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,86XX BLOCK OF 25TH AVE SW,-122.364516958,47.52595151
2019-910722,9740252559,08/19/2019 01:00:00 PM,08/19/2019 03:30:00 PM,08/20/2019 08:31:50 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,R,R2,CLAREMONT/RAINIER VISTA,34XX BLOCK OF RAINIER AVE S,-122.293615456,47.57240687
2019-910721,9740251990,08/18/2019 03:00:00 AM,08/18/2019 03:20:00 AM,08/20/2019 08:31:25 AM,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,W,Q,Q3,SLU/CASCADE,4TH AVE / DENNY WAY,-122.348925198,47.61857627
2019-309128,9740163853,08/20/2019 04:44:00 AM,,08/20/2019 07:06:31 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q2,QUEEN ANNE,28XX BLOCK OF 10TH AVE W,-122.370127546,47.6455097
2019-910720,9740145785,08/17/2019 10:00:00 PM,08/18/2019 12:00:00 PM,08/20/2019 06:51:20 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D2,QUEEN ANNE,17XX BLOCK OF AURORA AVE N,-122.343471727,47.63473485
2019-910717,9740128657,08/19/2019 01:00:00 AM,08/19/2019 07:00:00 AM,08/20/2019 06:31:54 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q2,QUEEN ANNE,NOB HILL AVE N / MCGRAW ST,-122.351302674,47.63994564
2019-910716,9740128551,08/19/2019 01:00:00 AM,08/19/2019 04:00:00 AM,08/20/2019 06:31:51 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,N,N1,BALLARD NORTH,13XX BLOCK OF NW WOODBINE WAY,-122.3734032,47.70741075
2019-910715,9740128264,08/18/2019 07:00:00 PM,08/19/2019 11:30:00 AM,08/20/2019 06:31:41 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q1,MAGNOLIA,26XX BLOCK OF 31ST AVE W,-122.396956495,47.64390013
2019-910714,9740126725,07/23/2019 01:00:00 AM,07/23/2019 05:00:00 AM,08/20/2019 06:30:33 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W2,NORTH ADMIRAL,46TH AVE SW / SW SPOKANE ST,-122.390775747,47.57205482
2019-910713,9740119856,08/10/2019 11:00:00 AM,08/10/2019 05:00:00 PM,08/20/2019 06:21:42 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D3,EASTLAKE - WEST,22XX BLOCK OF BOYLSTON AVE E,-122.32346261,47.63898662
2019-910712,9740119776,08/07/2019 12:00:00 PM,08/07/2019 12:35:00 PM,08/20/2019 06:21:38 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,Q,Q1,MAGNOLIA,27XX BLOCK OF W MANOR PL,-122.392053222,47.65268916
2019-910711,9740119543,08/18/2019 12:30:00 PM,08/18/2019 10:30:00 PM,08/20/2019 06:21:27 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D1,BELLTOWN,WESTERN AVE / BELL ST,-122.347372429,47.61271039
2019-309077,9740097980,08/20/2019 02:39:00 AM,,08/20/2019 05:47:55 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,N,J,J1,GREENWOOD,N 105TH ST / FREMONT AVE N,-122.350073434,47.70506751
2019-309087,9740092811,08/20/2019 03:09:00 AM,,08/20/2019 05:36:21 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SW,W,W1,NORTH ADMIRAL,41XX BLOCK OF SW ADMIRAL WAY,-122.38453062,47.58118098
2019-309104,9740067211,08/20/2019 04:00:00 AM,08/20/2019 05:00:00 AM,08/20/2019 04:53:15 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,S,R,R3,HILLMAN CITY,62XX BLOCK OF RAINIER AVE S,-122.27654799,47.54667844
2019-309089,9740481100,08/20/2019 03:36:00 AM,,08/20/2019 04:50:08 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,SW,W,W2,ALASKA JUNCTION,54XX BLOCK OF SW EDMUNDS ST,-122.40177278,47.55960335
2019-309063,9740061424,08/20/2019 02:20:00 AM,08/20/2019 02:45:00 AM,08/20/2019 04:49:49 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,SW,W,W2,ALASKA JUNCTION,SW ALASKA ST / 44TH AVE SW,-122.38813082,47.56113801
2019-309007,9740056398,08/20/2019 12:23:00 AM,,08/20/2019 04:45:12 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,S,R,R3,HILLMAN CITY,S FINDLAY ST / RAINIER AVE S,-122.278076354,47.55192562
2019-308853,9740055681,08/19/2019 08:30:00 PM,08/19/2019 09:00:00 PM,08/20/2019 04:42:17 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,U,U3,SANDPOINT,50XX BLOCK OF MITHUN PL NE,-122.282127468,47.66610935
2019-309037,9739988411,08/20/2019 01:22:00 AM,,08/20/2019 02:36:38 AM,A,PROPERTY,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,W,D,D2,SLU/CASCADE,20XX BLOCK OF 5TH AVE,-122.339823613,47.61411132
2019-308413,9739995299,08/19/2019 01:51:00 PM,,08/20/2019 02:31:31 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D2,SLU/CASCADE,5TH AVE / BLANCHARD ST,-122.341774893,47.61526498
2019-308799,9739967075,08/19/2019 07:52:00 PM,,08/20/2019 02:03:27 AM,B,SOCIETY,"FAMILY OFFENSES, NONVIOLENT","Family Offenses, Nonviolent",90F,N,U,U3,SANDPOINT,,0.0,0.0
2019-309014,9739959233,08/20/2019 12:37:15 AM,,08/20/2019 01:55:41 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,G,G1,FIRST HILL,E CHERRY ST / 12TH AVE,-122.316779919,47.60805878
2019-308925,9739967042,08/19/2019 10:19:00 PM,08/19/2019 11:30:00 PM,08/20/2019 01:42:30 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,D,D2,SLU/CASCADE,21XX BLOCK OF 4TH AVE,-122.341983607,47.61421579
2019-308696,9739900332,08/19/2019 05:57:00 PM,,08/20/2019 12:28:14 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,B,B1,BALLARD SOUTH,64XX BLOCK OF 8TH AVE NW,-122.366038067,47.6756254
